MagZ,MagY,MagX,Light,OrientZ,OrientX,OrientY,AccY,AccX,AccZ,GyroZ,GyroX,GyroY
NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,
-33.6,-14.46,16.92,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,
-33.78,-15.12,15.24,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,
-33.18,-15.54,14.5199995,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,
-33.3,-15.54,15.299999,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,
-33.36,-16.08,14.34,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,
-33.6,-16.14,14.099999,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,
-33.66,-17.1,13.08,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,
2.52,57.18,-10.5,10.0,3.6709218,134.60405,101.000435,-7.3549876,1.9153614,0.076614454,0.388510295,-2.8738155,0.3500257825,
2.52,57.18,-10.5,10.0,3.442993,134.92036,104.42324,-8.312668,0.91937345,-0.8810662,0.15393804125,-2.76447055,0.078801614,
2.52,57.18,-10.5,10.0,3.1874936,134.51671,107.59058,-9.155427,-0.9959879,-0.19153613,0.083688539,-2.414444825,-0.640492215,
2.52,57.18,-10.5,10.0,2.9953828,133.93814,109.51407,-10.151415,-2.1452048,1.4556746,-0.00916297825,-1.798998175,-0.275500211,
2.52,57.18,-10.5,10.0,2.9320197,134.16698,111.573105,-10.649409,-1.1875241,2.6048915,0.4019493375,-1.750434375,1.27579209,
2.52,57.18,-10.5,10.0,3.3397105,136.75453,113.66926,-7.3166804,1.340753,1.4939818,0.596611716667,-1.9258545,3.16020953333,
2.52,57.18,-10.5,10.0,4.6210303,141.08568,115.61267,-6.090849,2.0685902,-2.719813,0.38093556,-1.63076582,3.80520184,
2.52,57.18,-10.5,10.0,6.3102765,145.03433,116.901054,-5.631162,1.8387469,-4.7500963,-0.0456112733333,-1.17001056667,2.94681396667,
2.52,57.18,-10.5,10.0,7.427186,146.71822,117.76711,-6.205771,1.6089035,-4.9416323,-0.563217755,-1.18691115,1.0995574125,
2.52,57.18,-10.5,10.0,8.42252,146.60904,119.254776,-11.9135475,-1.2641385,-1.6089035,-1.003346175,-1.314887475,-0.5510004375,
2.52,57.18,-10.5,10.0,9.047819,145.1954,121.206406,-13.062764,-2.9496565,0.9576807,-0.894612155,-1.592831125,-0.6301075125,
2.52,57.18,-10.5,10.0,9.448592,144.35425,123.306404,-12.181698,-3.1794999,3.2944214,-0.201585533333,-1.50842993333,-0.0378736426667,
2.52,57.18,-10.5,10.0,9.425643,144.65627,124.68349,-11.453861,0.842759,2.4516625,0.2626720625,-0.9086620525,0.3805690525,
2.52,57.18,-10.5,10.0,9.726103,145.3403,125.18438,-11.453861,0.80445176,-0.9959879,-0.1188132875,-0.569326425,1.34268185,
2.52,57.18,-10.5,10.0,11.078732,146.65053,125.535515,-12.832921,-0.15322891,-2.681506,-0.447764225,-0.225103846,1.410793325,
2.52,57.18,-10.5,10.0,12.327552,147.51094,125.513565,-14.211981,-0.5363012,-2.4899697,-0.308792375,-0.07422012675,0.761138115,
2.52,57.18,-10.5,10.0,12.884754,147.90395,125.54573,-14.518439,-1.1109096,0.15322891,-0.0241291761,0.0125227385,0.18845193,
2.52,57.18,-10.5,10.0,12.840467,147.95338,125.330574,-14.5567465,-1.8004397,1.5705963,0.120544073333,0.498058793333,-0.115657153,
2.52,57.18,-10.5,10.0,12.662443,147.90572,124.6027,-14.939818,-2.6431987,1.5705963,0.1466076575,1.32924275,-0.1960877425,
2.52,57.18,-10.5,10.0,12.269961,147.7156,122.58608,-15.399506,-1.9536686,0.19153613,0.27550022,2.348776875,-0.566272105,
2.52,57.18,-10.5,10.0,11.496935,147.17648,119.50082,-10.189722,2.9113493,-0.34476504,0.33414329,3.07631745,-0.911410945,
2.52,57.18,-10.5,10.0,10.5708885,146.08762,115.63175,-10.534488,5.861006,0.038307227,0.0592539279,4.134641475,-1.529606575,
2.52,57.18,-10.5,10.0,9.929132,144.3191,110.534355,-12.29662,6.205771,-2.7964275,-0.1820378425,4.49657905,-0.94042704,
2.52,57.18,-10.5,10.0,9.901513,143.81538,106.75461,-15.935806,4.596867,-3.6008794,-0.0794124816667,3.68921883333,0.994081333333,
2.52,57.18,-10.5,10.0,10.462018,145.60861,102.272095,-13.484144,4.367024,0.19153613,-0.1731803,2.8735102,2.2934935,
2.52,57.18,-10.5,10.0,11.121938,148.28758,98.69082,-12.832921,3.7541082,1.0726024,0.015882495425,2.3506095,1.9275853,
2.52,57.18,-10.5,10.0,11.289444,150.28716,95.27459,-12.832921,3.7541082,1.0726024,-0.22455405832,3.19824608,0.856188722,
2.52,57.18,-10.5,10.0,11.808615,150.92397,91.07075,-10.6877165,0.34476504,-3.2944214,-0.79616104,3.42003086667,-0.440637463333,
2.52,57.18,-10.5,10.0,12.556589,150.38986,88.173996,-10.994174,-2.9879637,-2.2218192,-0.70646566,2.76569245,-1.23975104,
2.52,57.18,-10.5,10.0,13.401566,148.84845,85.29993,-10.113108,-4.7500963,-0.19153613,0.102014497375,2.292882725,-0.8985827675,
2.52,57.18,-10.5,10.0,13.247614,147.80592,82.82825,-9.040505,-4.213795,-1.0726024,0.759101883333,2.19870766667,-0.678874913333,
2.52,57.18,-10.5,10.0,12.383555,146.63133,80.41585,-5.746084,-0.49799395,-1.3024458,0.914159835,2.264171975,-1.10505525,
2.52,57.18,-10.5,10.0,11.612026,144.89496,78.08125,-4.213795,0.45968673,-1.8004397,0.8713992775,2.123978475,-1.6038267,
2.52,57.18,-10.5,10.0,11.21113,143.11574,76.597824,-2.7964275,1.3790601,-1.685518,0.8197812,1.8997909,-2.067168,
-8.34,49.559998,-24.3,10.0,11.21113,143.11574,76.597824,-2.7964275,1.3790601,-1.685518,0.8399397,1.54487825,-2.28769035,
-8.34,49.559998,-24.3,10.0,10.900486,140.18715,75.2297,-2.7964275,1.3790601,-1.685518,0.80023348,0.980133315,-2.1930063,
-8.34,49.559998,-24.3,10.0,10.658116,137.3533,74.71398,-1.1875241,1.8387469,-0.45968673,0.78068578,0.1508837175,-1.981035975,
-8.34,49.559998,-24.3,10.0,10.358275,134.77554,75.15054,-1.4173675,0.8810662,0.9959879,0.9077457625,-0.8188648675,-1.678657725,
-8.34,49.559998,-24.3,10.0,9.736188,132.5763,76.705284,-1.532289,0.49799395,2.9113493,1.18467133333,-1.7967583,-0.971275733333,
-8.34,49.559998,-24.3,10.0,8.806948,131.59251,78.63066,-2.183512,0.45968673,4.7884035,1.494176425,-2.674673475,0.179899808,
-8.34,49.559998,-24.3,10.0,6.934313,131.70882,81.95194,-11.33894,2.681506,13.637373,1.495703525,-2.702773275,1.7669277,
-8.34,49.559998,-24.3,10.0,4.9542265,133.83409,84.841225,-19.651608,5.133168,17.161638,0.68294734,-0.962418185,2.434298,
-8.34,49.559998,-24.3,10.0,4.0719247,136.46675,85.50313,-19.804836,1.6089035,12.679692,0.1478293865,0.6301075,-0.4502076865,
-8.34,49.559998,-24.3,10.0,3.9263313,135.43816,84.75313,-8.121132,-0.7661445,7.8912888,0.51842096,0.693942933333,-2.08345773333,
-8.34,49.559998,-24.3,10.0,3.6169808,133.53984,84.284195,-5.707777,1.8387469,5.8226986,0.50946163,0.6206390725,-1.7641788,
-8.34,49.559998,-24.3,10.0,4.9942946,112.21766,77.64491,-8.236053,4.3287168,4.1371803,0.20708331525,0.5225952275,-1.991420675,
-8.34,49.559998,-24.3,10.0,6.521664,102.06651,76.29273,-10.994174,3.4859576,4.711789,-0.12644910625,0.216246295,-1.740049625,
-8.34,49.559998,-24.3,10.0,7.083723,100.197975,76.29413,-18.119318,2.566584,8.00621,0.287717525,0.2751947925,0.3029891475,
-8.34,49.559998,-24.3,10.0,6.44739285,101.6366,75.648305,-17.506403,6.0525417,2.566584,-0.1731803,0.3628539575,1.651779625,
-8.34,49.559998,-24.3,10.0,5.723567,97.05649,79.10079,-8.121132,1.4173675,-5.861006,-0.160657554,0.306959785,1.41140415,
-8.34,49.559998,-24.3,10.0,5.723567,97.05649,79.10079,-2.873042,4.2904096,-6.244078,0.206879696667,-1.09426326667,1.11869786667,
-8.34,49.559998,-24.3,10.0,5.2349176,98.39773,80.25638,-6.5505357,1.340753,-1.2258313,0.1255328096,-1.926058125,1.81213175,
-8.34,49.559998,-24.3,10.0,4.7758284,100.80147,82.43821,-9.500193,-0.038307227,-5.66947,-0.270307865,-2.2879958,3.62090375,
-8.34,49.559998,-24.3,10.0,4.73538115,107.223745,85.7694675,-10.879252,0.45968673,-4.2521024,-0.50152035,-2.29440985,4.075082025,
-8.34,49.559998,-24.3,10.0,5.594203,113.23235,88.79882,-11.377247,-1.0342951,-2.7964275,-0.821308335,-2.037846425,3.281873475,
-8.34,49.559998,-24.3,10.0,6.638128,116.48804,90.85327,-11.33894,-0.61291564,0.11492168,-0.853073325,-1.987144675,2.651155175,
-8.34,49.559998,-24.3,10.0,7.327681,119.5986,93.22637,-10.572795,-0.2681506,0.0,-0.42730024,-2.33717045,2.576935,
-8.34,49.559998,-24.3,10.0,7.327681,119.5986,93.22637,-9.80665,0.34476504,-1.8770541,-0.22642738,-2.8690304,2.2292509,
-8.34,49.559998,-24.3,10.0,7.975095,122.671738,97.594195,-8.619126,-0.19153613,-2.2984335,-0.226631,-2.89825015,1.0112874075,
-8.34,49.559998,-24.3,10.0,8.447146,123.05126,101.64052,-8.963891,-0.61291564,-0.11492168,-0.28527407,-2.1945335,-0.063529986,
-8.34,49.559998,-24.3,10.0,8.819443,122.65257,103.78893,-10.228029,-1.685518,0.11492168,-0.3784310175,-1.659110025,-0.222965805,
-8.34,49.559998,-24.3,10.0,9.139313,123.10865,105.46882,-10.649409,-2.183512,1.685518,-0.10170906,-1.449277775,0.5647449275,
-8.34,49.559998,-24.3,10.0,9.277863,125.053925,107.303375,-7.8912888,0.0,2.4133554,0.38087448,-1.80846655,1.7440203,
-8.34,49.559998,-24.3,10.0,9.802731,127.68942,108.434204,-6.895301,1.1875241,1.3790601,0.290364613333,-1.64729996667,3.08772023333,
-8.34,49.559998,-24.3,10.0,11.099272,131.51546,108.99363,-7.6231384,1.9919758,-2.4133554,-0.05986479325,-0.925155385,3.27179425,
-8.34,49.559998,-24.3,10.0,12.518076,134.37593,109.258606,-8.121132,1.9536686,-3.9073372,-0.401033035,-0.716239515,2.460259775,
-8.34,49.559998,-24.3,10.0,13.794467,135.64642,110.337944,-9.998186,1.685518,-2.719813,-0.6798930125,-1.169196075,1.16430918,
-8.34,49.559998,-24.3,10.0,14.95815,135.68925,111.87371,-10.802638,-0.4213795,-1.0726024,-0.9285151825,-1.26326935,0.3439171325,
-8.34,49.559998,-24.3,10.0,16.066467,135.81105,112.96156,-10.840945,-3.4093432,0.80445176,-1.050993625,-1.22783915,0.8127561825,
-8.34,49.559998,-24.3,10.0,17.482965,136.872,114.10245,-12.105083,-1.2258313,0.6895301,-0.548557006667,-1.15412806667,1.34634703333,
-8.34,49.559998,-24.3,10.0,18.10395,138.05011,114.97849,-11.722012,1.2258313,0.6512229,-0.05406157475,-0.986547375,1.017090625,
-8.34,49.559998,-24.3,10.0,19.079763,139.15013,115.31336,-11.224017,0.19153613,-0.38307226,-0.4398229625,-0.4624250025,1.19240895,
-8.34,49.559998,-24.3,10.0,20.64965,140.49892,114.82567,-12.603078,-2.183512,-1.9536686,-0.7272350775,0.060475658325,1.54182385,
-8.34,49.559998,-24.3,10.0,21.514765,141.8566,114.48328,-13.445837,-0.5746084,0.34476504,-0.0922406525,-0.2641992175,1.736995325,
-8.34,49.559998,-24.3,10.0,22.197811,144.14465,114.06891,-12.29662,1.340753,0.8810662,0.213802845,-0.23029619625,1.833206575,
-8.34,49.559998,-24.3,10.0,22.91996,146.0744,113.16449,-13.752295,0.7661445,0.11492168,-0.026063584,0.30869057,1.46892733333,
-8.34,49.559998,-24.3,10.0,23.39953,147.25699,111.8816,-14.173674,-1.340753,-0.30645782,-0.00794124825,0.7565566,0.91354895,
-8.34,49.559998,-24.3,10.0,23.379944,147.7954,110.03267,-13.484144,1.1492168,1.3024458,0.1835650065,1.466382025,0.3246748825,
-8.34,49.559998,-24.3,10.0,23.225227,147.97516,108.11092,-11.798626,3.2944214,1.9536686,0.17043140375,2.27211325,0.143858766,
-8.34,49.559998,-24.3,10.0,23.389576,148.32623,104.494286,-10.189722,4.060566,1.7238252,-0.212581106,3.30630815,0.4098905775,
-8.34,49.559998,-24.3,10.0,23.909094,148.87828,99.58264,-10.879252,4.7884035,-0.22984336,-0.3094032425,4.1282273,0.506101875,
-8.34,49.559998,-24.3,10.0,24.128267,149.40134,94.322296,-15.47612,7.929596,-3.8307228,-0.05100724975,4.0857721,0.543975495,
-8.34,49.559998,-24.3,10.0,24.204254,151.15532,89.34836,-15.7825775,7.5848308,-0.842759,-0.0480547323333,3.22821916667,1.7564412,
-8.34,49.559998,-24.3,10.0,24.141378,153.75168,86.12104,-13.139379,4.673482,1.8770541,-0.0012217305,2.190562775,2.839607075,
-8.34,49.559998,-24.3,10.0,23.540276,157.66513,82.15656,-9.691729,3.1411927,-0.9959879,0.3167336275,2.05250725,2.821586525,
-8.34,49.559998,-24.3,10.0,22.653069,160.34029,78.28737,-9.385271,2.6048915,0.076614454,0.3246748775,2.557692775,1.7846428,
-8.34,49.559998,-24.3,10.0,22.084576,161.88469,74.425415,-10.572795,1.340753,-3.6008794,0.2174680275,2.5708264,0.673784375,
-8.34,49.559998,-24.3,10.0,21.59843,160.92729,72.4021,-10.764331,-2.9496565,-2.2218192,0.91141095,1.71775305,-0.9498954275,
-9.36,43.26,-27.96,10.0,20.768988,159.75586,71.384865,-10.764331,-2.9496565,-2.2218192,1.31906166667,1.6444492,-0.534710716667,
-11.04,43.26,-28.38,10.0,19.423407,158.81589,69.691475,-10.764331,-2.9496565,-2.2218192,1.27945725,1.684766375,-0.3698789075,
-11.94,43.5,-28.439999,10.0,18.445189,157.27975,68.173164,-10.764331,-2.9496565,-2.2218192,1.1047498,1.690569525,-1.18049709,
-12.66,44.1,-28.019999,10.0,18.098242,154.72476,66.99431,-10.764331,-2.9496565,-2.2218192,1.00914939,1.566258475,-1.9956968,
-13.5,44.579998,-27.24,10.0,18.006762,151.75957,66.41074,-10.764331,-2.9496565,-2.2218192,0.985631075,1.0198395,-1.991420675,
-13.98,44.879997,-26.099998,10.0,17.900698,149.81812,66.38267,-10.764331,-2.9496565,-2.2218192,0.859792835,0.3921754925,-1.722945475,
-14.16,45.3,-24.84,10.0,17.737,147.54384,66.92476,-10.764331,-2.9496565,-2.2218192,0.84217955,-0.206472450667,-1.26897073333,
-14.4,45.78,-23.82,10.0,17.192478,146.03322,68.0342,-10.764331,-2.9496565,-2.2218192,0.8866709,-0.764803265,-0.732427425,
-14.7,46.26,-22.56,10.0,16.365078,144.91249,69.75412,-10.764331,-2.9496565,-2.2218192,1.0626001,-1.3545937,-0.475558595,
-15.059999,46.559998,-20.76,10.0,14.94657,144.24097,71.972725,-10.764331,-2.9496565,-2.2218192,1.398270575,-1.842980475,0.276721965,
-15.66,46.62,-19.08,10.0,13.405455,144.71292,73.695435,-10.764331,-2.9496565,-2.2218192,1.430646375,-2.06319735,1.5696182,
-15.9,46.62,-17.58,10.0,11.367392,146.21683,75.71474,-10.764331,-2.9496565,-2.2218192,1.062600075,-1.386358685,1.0158689125,
-15.719999,46.8,-16.56,10.0,10.125193,146.34076,76.84613,-10.764331,-2.9496565,-2.2218192,0.937474533333,-0.377921973333,-0.599462436667,
-15.299999,46.86,-15.9,10.0,9.323028,144.42354,77.20639,-10.764331,-2.9496565,-2.2218192,1.0024298375,0.153021747,-1.88146495,
-14.82,47.46,-15.12,10.0,8.936824,141.23792,77.32669,-10.764331,-2.9496565,-2.2218192,0.779769475,0.38056905,-2.596482725,
-14.16,47.82,-14.4,10.0,8.919192,138.73322,77.39216,-10.764331,-2.9496565,-2.2218192,0.432798015,0.28405234,-2.70430045,
-13.259999,48.059998,-14.099999,10.0,9.230906,135.53123,77.70057,-10.764331,-2.9496565,-2.2218192,0.226936435,-0.0293215295,-1.989282675,
-12.9,48.3,-14.04,10.0,9.262006,133.75102,78.067406,-10.764331,-2.9496565,-2.2218192,0.3830125125,0.1704314,-0.3680463125,
-12.54,48.42,-13.92,10.0,8.787781,134.04042,77.55851,-10.764331,-2.9496565,-2.2218192,-0.0229074525,0.7247916025,0.9712757375,
-12.36,48.18,-14.28,10.0,8.905114,135.09511,76.44746,-10.764331,-2.9496565,-2.2218192,-0.47922378,0.6973027075,0.5476406825,
-12.42,48.12,-14.4,10.0,9.178347,135.69623,75.85561,-10.764331,-2.9496565,-2.2218192,-0.252490973333,-0.25574892,0.5534439,
-12.3,48.3,-14.219999,10.0,9.246414,136.04686,76.665085,-10.764331,-2.9496565,-2.2218192,0.121562184,-1.536326075,-0.1093448765,
-12.0,48.3,-14.28,10.0,9.0036745,136.39659,78.67685,-10.764331,-2.9496565,-2.2218192,-0.153021748,-1.82709795,1.9743164925,
-11.5199995,48.48,-13.86,10.0,8.970788,139.94858,80.47123,-10.764331,-2.9496565,-2.2218192,-0.971886575,-1.876272625,3.3133331,
-10.38,49.32,-12.9,10.0,9.67135,143.77963,81.90426,-10.764331,-2.9496565,-2.2218192,-1.05404795,-1.460578825,2.3704626,
-9.0,49.8,-12.599999,10.0,10.409356,145.78471,82.866615,-10.764331,-2.9496565,-2.2218192,-1.71938203333,-1.5279776,1.06127654667,
-6.72,50.219997,-12.36,10.0,12.710807,147.1492,84.52598,-10.764331,-2.9496565,-2.2218192,-2.234545075,-1.7150042,0.8423831725,
-6.72,50.219997,-12.36,10.0,14.903266,148.40842,86.43429,-10.764331,-2.9496565,-2.2218192,-1.1948523925,-2.06136485,0.570548135,
-3.6,50.16,-12.54,10.0,15.920762,148.65855,89.005684,-10.764331,-2.9496565,-2.2218192,-0.4505131125,-2.220495275,-0.66981374,
-0.84,49.8,-13.44,10.0,16.261377,147.11392,92.07469,-10.764331,-2.9496565,-2.2218192,-0.143247901,-2.0485366,-2.041817075,
1.86,49.26,-14.219999,10.0,16.224579,144.92192,94.50033,-10.764331,-2.9496565,-2.2218192,0.02076941925,-1.91475715,-2.516459425,
4.2599998,48.66,-15.299999,10.0,15.864355,141.91122,97.681015,-10.764331,-2.9496565,-2.2218192,0.136426573333,-2.09526773333,-1.29707055667,
6.72,47.82,-16.38,10.0,15.553936,140.86993,100.53374,-10.764331,-2.9496565,-2.2218192,0.08368853725,-2.067778825,0.08368853,
8.94,47.16,-17.4,10.0,15.628489,141.48184,102.73069,-10.764331,-2.9496565,-2.2218192,-0.025045475,-1.7168368,1.0830640425,
10.679999,46.26,-18.779999,10.0,16.060392,143.09326,104.263565,-10.764331,-2.9496565,-2.2218192,-0.05925392925,-1.523192475,1.6166549,
11.58,45.6,-19.859999,10.0,16.49857,144.60529,105.19104,-10.764331,-2.9496565,-2.2218192,-0.14049900375,-1.219897875,1.7779233,
11.759999,45.12,-20.82,10.0,17.257774,146.68497,106.00778,-10.764331,-2.9496565,-2.2218192,-0.380263615,-0.8258898125,1.427897525,
12.059999,45.0,-21.24,10.0,18.190077,148.15074,106.54547,-10.764331,-2.9496565,-2.2218192,-0.68294734,-0.8713992825,0.5787948225,
12.54,44.94,-21.6,10.0,19.151651,148.41971,107.5823,-10.764331,-2.9496565,-2.2218192,-0.771319173333,-1.20259006667,-0.39054653,
12.96,44.7,-22.14,10.0,19.803885,147.34087,109.51386,-10.764331,-2.9496565,-2.2218192,-0.8182539975,-1.458746225,-0.9660833975,
13.559999,44.34,-22.859999,10.0,20.193102,146.1841,111.26791,-10.764331,-2.9496565,-2.2218192,-0.6805038825,-1.340849225,-0.3094032425,
14.34,43.98,-23.519999,10.0,20.823582,145.7155,112.99766,-10.764331,-2.9496565,-2.2218192,-0.0873537345,-0.925766275,0.9605856,
14.88,43.739998,-23.76,10.0,21.354736,146.92468,113.65361,-10.764331,-2.9496565,-2.2218192,-0.0516181125,-0.66828655,1.116050785,
15.12,43.559998,-24.119999,10.0,21.97228,148.07625,113.99089,-10.764331,-2.9496565,-2.2218192,-0.500502253333,-0.270002433333,0.34127005,
15.66,43.32,-24.539999,10.0,22.69086,147.96442,114.28751,-10.764331,-2.9496565,-2.2218192,-0.699135285,-0.105985119,-0.1288925695,
16.08,42.84,-24.9,10.0,23.20065,147.4768,114.575905,-10.764331,-2.9496565,-2.2218192,-0.79168136,0.01466076675,-0.297185945,
16.14,42.3,-25.38,10.0,23.914019,146.69685,114.84651,-10.764331,-2.9496565,-2.2218192,-0.5525276125,0.30848695,-0.1860084675,
16.26,42.18,-25.619999,10.0,24.338825,146.14609,114.657524,-10.764331,-2.9496565,-2.2218192,-0.1685988085,0.8347473675,-0.908051215,
15.9,41.76,-25.68,10.0,23.956059,144.80275,114.094574,-10.764331,-2.9496565,-2.2218192,0.15118915025,1.69973255,-1.7461583,
14.759999,41.94,-25.8,10.0,22.461544,142.011505,111.893025,-10.764331,-2.9496565,-2.2218192,0.2999348375,2.531425575,-1.741576825,
14.099999,41.82,-25.92,10.0,21.228918,139.28691,107.74393,-10.764331,-2.9496565,-2.2218192,0.08399396925,3.47276885,-1.659110025,
12.719999,42.12,-25.92,10.0,21.228918,139.28691,107.74393,-10.764331,-2.9496565,-2.2218192,-0.0631227433333,4.1742458,-1.46281863333,
11.28,42.54,-25.92,10.0,20.823013,137.50041,103.398125,-10.764331,-2.9496565,-2.2218192,-0.0058032196,4.1376956,-0.3158173325,
9.3,43.32,-25.619999,10.0,20.744316,137.33394,98.55577,-10.764331,-2.9496565,-2.2218192,0.2779436775,3.3844989,0.8701775625,
7.02,43.559998,-25.38,10.0,20.274239,138.856285,93.08935,-10.764331,-2.9496565,-2.2218192,0.5064072725,2.32495315,0.712879735,
4.5,44.219997,-25.26,10.0,19.32875,140.01605,88.802574,-10.764331,-2.9496565,-2.2218192,0.602313125,2.460259725,0.62644231,
1.62,44.579998,-25.38,10.0,18.929935,140.56871,84.81438,-10.764331,-2.9496565,-2.2218192,0.248927585,3.249803125,0.4291328275,
-1.4399999,44.52,-25.439999,10.0,18.929935,140.56871,84.81438,-10.764331,-2.9496565,-2.2218192,-0.049683706,3.32147796667,-0.286699426667,
-4.2,44.82,-25.74,10.0,19.028461,140.0754,81.01995,-10.764331,-2.9496565,-2.2218192,0.22021692125,2.818837725,-2.586403425,
-6.7799997,45.059998,-25.98,10.0,19.125227,135.63132,77.926305,-10.764331,-2.9496565,-2.2218192,0.7330383,2.680782125,-1.871080225,
-9.179999,45.36,-26.58,10.0,18.021275,133.17969,74.45581,-10.764331,-2.9496565,-2.2218192,1.0870347,2.5219571,-0.955698665,
-10.74,45.6,-27.539999,10.0,17.265324,130.68817,72.403725,-10.764331,-2.9496565,-2.2218192,1.16217115,2.30448915,-1.816407825,
-10.74,45.6,-27.539999,10.0,16.91433,127.129166,71.02181,-10.764331,-2.9496565,-2.2218192,1.1667526,1.978287075,-2.69269395,
-11.88,46.44,-28.26,10.0,16.966982,122.72768,70.324554,-10.764331,-2.9496565,-2.2218192,1.1016955,1.60229955,-3.34662535,
-12.54,47.219997,-28.619999,10.0,17.142948,119.41294,70.19347,-10.764331,-2.9496565,-2.2218192,0.9642508,1.072679375,-3.27118335,
-12.66,47.94,-28.8,10.0,17.305323,115.47055,70.64186,-10.764331,-2.9496565,-2.2218192,0.925257233333,0.404392803333,-2.83482193333,
-12.36,48.84,-28.74,10.0,17.050133,112.25984,71.99661,-10.764331,-2.9496565,-2.2218192,1.03877635,-0.4538728715,-2.23332335,
-11.88,49.559998,-28.199999,10.0,16.067057,110.227356,74.29471,-10.764331,-2.9496565,-2.2218192,1.287093075,-1.539074975,-1.13987455,
-10.679999,50.28,-27.3,10.0,14.391483,109.79439,77.0096,-10.764331,-2.9496565,-2.2218192,1.4388931,-2.163073825,0.17440202325,
-9.059999,51.12,-26.099998,10.0,13.092541,110.18324,78.43559,-10.764331,-2.9496565,-2.2218192,1.209818625,-1.334129685,0.7412849625,
-7.2599998,52.079998,-24.9,10.0,12.090857,110.57863,79.04267,-10.764331,-2.9496565,-2.2218192,0.501723996667,-0.292808074667,0.27203865,
-5.64,52.62,-23.76,10.0,12.147914,109.2453,79.0557,-10.764331,-2.9496565,-2.2218192,0.16401732,0.280081715,-1.28800936,
-4.44,53.219997,-22.859999,10.0,12.151741,106.42104,78.95367,-10.764331,-2.9496565,-2.2218192,0.45662176,0.6609562,-2.31029235,
-3.6599998,53.579998,-21.779999,10.0,12.095797,103.69508,78.25876,-10.764331,-2.9496565,-2.2218192,0.473726,1.08672925,-2.087937425,
-3.06,53.879997,-20.939999,10.0,12.100225,101.732056,77.8383,-10.764331,-2.9496565,-2.2218192,0.412334035,0.77488254,-2.1380284,
-2.58,54.12,-20.4,10.0,12.153063,99.02299,77.85555,-10.764331,-2.9496565,-2.2218192,0.47922379,0.518624605,-2.0595322,
-2.6399999,54.36,-20.22,10.0,11.88617,96.823,77.340065,-10.764331,-2.9496565,-2.2218192,0.608421783333,0.886976356667,-1.46200416667,
-2.6399999,54.36,-20.22,10.0,12.067033,95.38668,77.14144,-10.764331,-2.9496565,-2.2218192,0.018936826,0.34483343,-1.064432695,
-2.6399999,54.36,-20.22,10.0,12.067033,95.38668,77.14144,-2.873042,3.9839516,-6.895301,-0.09162979,0.28955013,0.13072516,
-4.02,53.699997,-19.5,10.0,11.841871,95.52434,77.065254,-2.873042,3.9839516,-6.895301,0.49357912,-0.30237829,0.2284636,
-4.56,53.16,-19.02,10.0,11.408357,95.27609,77.87589,-2.873042,3.9839516,-6.895301,0.32620204,-1.046778688,0.0481361892,
-4.74,52.739998,-18.84,10.0,11.1006155,96.34401,79.38286,-2.873042,3.9839516,-6.895301,-0.0248418536667,-2.0227785,2.5794803,
-4.74,52.739998,-18.84,10.0,10.316107,101.07122,81.5974,-2.873042,3.9839516,-6.895301,0.04550946025,-2.73178935,4.222911575,
-4.74,52.739998,-18.84,10.0,9.895602,105.29985,84.064926,-10.381259,0.15322891,-3.6008794,-0.237015718,-2.54405023333,3.04943923333,
-4.74,52.739998,-18.84,10.0,10.5815115,107.832214,86.24601,-13.215993,-2.2984335,-1.1109096,-0.7935139475,-2.12764365,1.897042025,
-4.74,52.739998,-18.84,10.0,11.084797,109.01263,87.960556,-13.101071,-1.1109096,-1.9153614,-0.4437936025,-2.1355849,0.9813550075,
-4.74,52.739998,-18.84,10.0,11.062992,109.381966,90.49105,-10.649409,0.5746084,-1.6089035,0.21563543225,-2.175902,-0.02748893,
-4.74,52.739998,-18.84,10.0,10.547064,108.820404,93.39125,-6.6271505,3.064578,-1.4173675,0.42699481,-2.3918429,-0.676838705,
-4.74,52.739998,-18.84,10.0,10.132602,107.55999,96.670906,-7.8529816,2.336741,-0.49799395,0.0629191205,-2.56991005,-1.221119625,
